slug,name,city,category,content,subline,main_image,michelin_stars,crown,lat,long
addiction-aquatic-development,Addiction Aquatic Development,taipei,Dining,"Addiction Aquatic Development is a unique seafood market and dining experience located in the heart of Taipei. Known as a hidden gem, it offers a vast selection of fresh seafood, including live fish, shellfish, and more, all sourced sustainably. Visitors can enjoy a vibrant atmosphere while selecting their ingredients, which can then be prepared on-site at one of the market's restaurants. This place is a must-visit for seafood lovers and anyone looking to experience the local culinary scene.",,https://framerusercontent.com/images/DY1p1ek0chal6N8E6VUyDeUE0.jpeg,0,false,25.0666943,121.536934
aime-leon-dore,Aimé Leon Dore,new-york,Other,"Aimé Leon Dore is a renowned brand based in New York City, known for its blend of classic and contemporary styles. Founded by designer Teddy Santis, the brand has gained a cult following for its high-quality apparel and accessories that often draw inspiration from sports, culture, and streetwear. With a focus on craftsmanship and detail, Aimé Leon Dore offers a unique aesthetic that resonates with fashion enthusiasts around the world.",,https://framerusercontent.com/images/ojwisdxeEbUXhLMhmpTRJDii4rI.webp,0,false,40.7223077,-73.9959751
airelles-saint-tropez-château-de-la-messardière,"Airelles Saint-Tropez, Château de la Messardière",provence-alpes-côte-d-azur,Hotels,"Airelles Saint-Tropez, Château de la Messardière is a luxurious hotel located in the beautiful region of Provence-Alpes-Côte d'Azur. Nestled amidst stunning landscapes, this elegant property offers a blend of refined accommodations and exceptional service. Though it currently holds no Michelin stars, its charming atmosphere and proximity to the glamorous Saint-Tropez make it an attractive destination for travelers seeking both relaxation and sophistication. With its serene surroundings and luxurious amenities, the Château de la Messardière promises an unforgettable escape on the French Riviera.",,https://framerusercontent.com/images/8v73GsRYfOyI0liFHl9KAMPYO0s.jpg,0,false,44.0580563,6.0638506
airelles-saint-tropez-pan-dei-palais,"Airelles Saint-Tropez, Pan Dei Palais",provence-alpes-côte-d-azur,Hotels,"Airelles Saint-Tropez, Pan Dei Palais is a luxurious hotel located in the picturesque region of Provence-Alpes-Côte d'Azur. Known for its elegant design and exceptional service, this establishment offers a tranquil escape in the heart of Saint-Tropez. With its stunning surroundings and a commitment to providing an unforgettable experience, it is an ideal destination for travelers seeking both relaxation and sophistication.",,https://framerusercontent.com/images/oYnpRLqOJpQbjbtAhkF3e9qPGE.jpg,0,false,44.0580563,6.0638506
akira-back-london,Akira Back London,london,Dining,"Akira Back London is a contemporary Japanese restaurant located in the vibrant city of London. Known for its innovative fusion of traditional Japanese cuisine with international flavors, the restaurant offers a unique dining experience. While it currently holds no Michelin stars, its reputation is growing, and it promises a delightful culinary journey for those seeking authentic Japanese flavors in a modern setting.",,https://framerusercontent.com/images/WWgnq9GryctGA8r6wVqYNvQGnY.jpg,0,false,51.5074,-0.1278
aksorn,Aksorn,bangkok,Dining,"Aksorn is a renowned restaurant located in Bangkok, celebrated for its exceptional culinary offerings that have earned it one Michelin star. The restaurant focuses on traditional Thai cuisine, skillfully blending authentic flavors with modern presentation. Known for its warm atmosphere and attentive service, Aksorn promises a memorable dining experience that highlights the rich culinary heritage of Thailand.",,https://framerusercontent.com/images/ZcQUi8s5fZ9oYkFLiMMyOhjIuqs.avif,1,false,13.7529014,100.4986355
alain-ducasse-baccarat,Alain Ducasse Baccarat,paris,Dining,"Alain Ducasse Baccarat is a renowned dining establishment located in Paris, known for its exquisite culinary offerings. Although it currently holds no Michelin stars, the restaurant is part of the esteemed Alain Ducasse brand, which is synonymous with fine dining and exceptional gastronomy. Visitors can expect a luxurious atmosphere, complemented by the elegant Baccarat crystal decor, making it a perfect destination for those seeking a memorable dining experience in the heart of Paris.",,https://framerusercontent.com/images/TskYPqTuA00qcCqjMgIXu7ENbGE.webp,0,false,48.8566,2.3522
alain-ducasse-at-the-dorchester,Alain Ducasse at The Dorchester,london,Dining,"Alain Ducasse at The Dorchester is a prestigious dining destination located in London, renowned for its exceptional cuisine and luxurious ambiance. With a remarkable three Michelin stars, this restaurant offers a unique culinary experience crafted by the acclaimed chef Alain Ducasse. Guests can expect a menu that showcases the finest seasonal ingredients, expertly prepared to highlight their natural flavors. The elegant setting, combined with impeccable service, makes it a must-visit for food enthusiasts and those seeking an unforgettable dining experience.",,https://framerusercontent.com/images/2dME30w7RXkDg6x7zuUdCe5ODYk.webp,3,false,51.50717,-0.1523237
allard,Allard,paris,Dining,"Allard is a renowned restaurant located in the heart of Paris, celebrated for its traditional French cuisine. With a rich history and a charming ambiance, it offers diners a unique culinary experience that reflects the essence of Parisian dining. Although it currently holds no Michelin stars, its dedication to quality and authenticity has earned it a loyal following among locals and visitors alike. Whether you're seeking a cozy dinner or a taste of classic French dishes, Allard is a must-visit destination in the City of Light.",,https://framerusercontent.com/images/LHEzxtJALiZ3fVGrpqpliVlpYms.webp,0,false,48.8533212,2.3410141
almanac-barcelona,Almanac Barcelona,barcelona,Hotels,"Almanac Barcelona is a luxurious hotel located in the heart of Barcelona, known for its elegant design and exceptional service. This five-star establishment offers a unique blend of modern comfort and traditional Catalan hospitality. With its prime location, guests have easy access to the city's vibrant culture, including renowned landmarks, shopping districts, and dining options. The hotel features exquisite rooms, a rooftop terrace with stunning views, and a variety of amenities designed to enhance the guest experience.",,https://framerusercontent.com/images/fn3WOju711KVwS7LUliVCk8Q.webp,0,false,41.3907533,2.1694134
alsace-hotel,Alsace Hotel,los-angeles,Hotels,"The Alsace Hotel, located in the vibrant city of Los Angeles, offers a unique blend of comfort and style. Known for its modern amenities and welcoming atmosphere, this hotel caters to both leisure and business travelers. With its convenient location, guests can easily explore the diverse attractions that Los Angeles has to offer, making it an ideal choice for a memorable stay.",,https://framerusercontent.com/images/j2pbOPT2qKGDvbNgrY06u6hKcc.jpg,0,false,34.0536909,-118.242766
altis-belém-hotel,Altis Belém Hotel,lisbon,Hotels,"Altis Belém Hotel is a luxurious establishment located in the heart of Lisbon, Portugal, along the scenic waterfront. Known for its contemporary design and exceptional service, the hotel offers stunning views of the Tagus River and is conveniently situated near several cultural attractions, including the historic Belém Tower and the Jerónimos Monastery. Guests can enjoy a range of amenities, including a spa, fine dining options, and easy access to the vibrant city life.",,https://framerusercontent.com/images/nHrizU3u2UBdK2ATz9vdEGUd8.jpg,0,false,38.7223,-9.1393
aman-kyoto,Aman Kyoto,kyoto,Hotels,"Aman Kyoto is a luxurious retreat nestled in the serene landscapes of Kyoto, Japan. Known for its exceptional hospitality and tranquil atmosphere, this hotel combines traditional Japanese aesthetics with modern comforts. Set against the backdrop of lush gardens and ancient temples, Aman Kyoto offers guests a unique experience that reflects the rich cultural heritage of the region. With its commitment to providing personalized service and a peaceful environment, it's an ideal destination for travelers seeking relaxation and rejuvenation.",,https://framerusercontent.com/images/DAYXLaoBZ11128qUw9oMsYblZs.avif,0,true,35.0503473,135.7312298
aman-le-melezin,Aman Le Melezin,auvergne-rhône-alpes,Hotels,"Aman Le Melezin is a well-regarded establishment located in the picturesque Auvergne-Rhône-Alpes region of France. While it currently holds no Michelin stars and has yet to be reviewed, it is part of the Aman brand, known for its exquisite hospitality and luxurious experiences. This venue promises a unique blend of comfort and elegance, ideal for those seeking a serene getaway in the stunning French Alps.",,https://framerusercontent.com/images/zdM2BFeqUI9vp43NQJysKyd4Pac.jpg,0,false,45.2968119,4.6604809
aman-nai-lert-bangkok,Aman Nai Lert Bangkok,bangkok,Hotels,"Aman Nai Lert Bangkok is a luxurious hotel located in the vibrant city of Bangkok. As part of the prestigious Aman brand, it offers an elegant and serene oasis amidst the bustling urban landscape. With a strong emphasis on personalized service and exquisite design, this establishment aims to provide an unparalleled experience for its guests. Although it has not yet been rated or awarded Michelin stars, its commitment to excellence and sophistication makes it a noteworthy destination for travelers seeking luxury and comfort in Thailand's capital.",,https://framerusercontent.com/images/VCgZi9H9cKAkgaVhXWQ1twcVZ0.webp,0,true,13.7563,100.5018
aman-new-york,Aman New York,new-york,Hotels,"Aman New York is a luxurious hotel located in the heart of New York City, offering a unique blend of serene design and exceptional service. Known for its sophisticated atmosphere, the hotel provides guests with a tranquil retreat from the bustling city. With a commitment to excellence, Aman New York promises an unforgettable experience characterized by its elegant accommodations, world-class amenities, and culinary delights. Perfect for both business and leisure travelers, it stands as a hallmark of the Aman brand's dedication to creating extraordinary hospitality experiences.",,https://framerusercontent.com/images/Xhxyk2m6cWpQU5Kfe60Aa5FEWM.avif,0,false,42.2527834,-76.5095771
