Name,Brand,Card Tags,Category,City,Content,Crown,Lat,Located Here,Location,Long,Main Image,Michelin Stars,My Rating,Person,Place,Reviewed,Slug,Subline
Ace Hotel New York,ace-hotel," ",Stay,new-york,"Ace Hotel New York is a vibrant and stylish destination located in the heart of New York City. Known for its unique blend of hospitality and artistic flair, it offers guests a comfortable and creative atmosphere. The hotel features modern amenities and is situated close to iconic attractions, making it a popular choice for both leisure and business travelers. With a focus on community and culture, Ace Hotel New York is not just a place to stay, but an experience that embodies the spirit of the city.",No,0,,,0,https://framerusercontent.com/images/jfT42sV9UoN4EGmTjfdQpWwJo.jpg,0,0,,,No,ace-hotel-new-york,
Ace Hotel Sydney,ace-hotel," ",Stay,sydney,"Ace Hotel Sydney is a vibrant and contemporary hotel located in the heart of Sydney. Known for its stylish design and commitment to hospitality, the hotel offers a unique blend of comfort and modern amenities. With its prime location, guests have easy access to the city's iconic landmarks, dining, and entertainment options. The Ace Hotel brand is recognized for its creative atmosphere and focus on community engagement, making it an excellent choice for travelers looking to experience the essence of Sydney.",No,0,,,0,https://framerusercontent.com/images/G2c4WlKyyuGPWXtpGJGa4i8lKU.jpg,0,0,,,No,ace-hotel-sydney,
Acne Studios Greene Street,acne-studios," ",Other,new-york,"Acne Studios Greene Street is a chic retail location in New York City, representing the renowned fashion brand Acne Studios. Known for its contemporary designs and unique style, the store offers a curated selection of apparel and accessories that exemplify the brand's commitment to quality and innovation. While it has not yet been reviewed or rated, the store is part of the vibrant fashion scene in NYC, attracting fashion enthusiasts and trendsetters alike.",No,0,,,0,https://framerusercontent.com/images/UJdVB2dPHyqW3IXf4wVgyFOy58c.jpeg,0,0,,,No,acne-studios-greene-street,
Addiction Aquatic Development,,Hidden Gem,Eat & Drink,taipei,"Addiction Aquatic Development is a unique seafood market and dining experience located in the heart of Taipei. Known as a hidden gem, it offers a vast selection of fresh seafood, including live fish, shellfish, and more, all sourced sustainably. Visitors can enjoy a vibrant atmosphere while selecting their ingredients, which can then be prepared on-site at one of the market's restaurants. This place is a must-visit for seafood lovers and anyone looking to experience the local culinary scene.",No,0,,,0,https://framerusercontent.com/images/DY1p1ek0chal6N8E6VUyDeUE0.jpeg,0,0,,,Yes,addiction-aquatic-development,
Aimé Leon Dore,," ",Other,new-york,"Aimé Leon Dore is a renowned brand based in New York City, known for its blend of classic and contemporary styles. Founded by designer Teddy Santis, the brand has gained a cult following for its high-quality apparel and accessories that often draw inspiration from sports, culture, and streetwear. With a focus on craftsmanship and detail, Aimé Leon Dore offers a unique aesthetic that resonates with fashion enthusiasts around the world.",No,0,,,0,https://framerusercontent.com/images/ojwisdxeEbUXhLMhmpTRJDii4rI.webp,0,0,,,No,aime-leon-dore,
"Airelles Saint-Tropez, Château de la Messardière",airelles," ",Stay,provence-alpes-côte-d-azur,"Airelles Saint-Tropez, Château de la Messardière is a luxurious hotel located in the beautiful region of Provence-Alpes-Côte d'Azur. Nestled amidst stunning landscapes, this elegant property offers a blend of refined accommodations and exceptional service. Though it currently holds no Michelin stars, its charming atmosphere and proximity to the glamorous Saint-Tropez make it an attractive destination for travelers seeking both relaxation and sophistication. With its serene surroundings and luxurious amenities, the Château de la Messardière promises an unforgettable escape on the French Riviera.",No,0,,,0,https://framerusercontent.com/images/8v73GsRYfOyI0liFHl9KAMPYO0s.jpg,0,0,,,No,airelles-saint-tropez-château-de-la-messardière,
"Airelles Saint-Tropez, Pan Dei Palais",airelles," ",Stay,provence-alpes-côte-d-azur,"Airelles Saint-Tropez, Pan Dei Palais is a luxurious hotel located in the picturesque region of Provence-Alpes-Côte d'Azur. Known for its elegant design and exceptional service, this establishment offers a tranquil escape in the heart of Saint-Tropez. With its stunning surroundings and a commitment to providing an unforgettable experience, it is an ideal destination for travelers seeking both relaxation and sophistication.",No,0,,,0,https://framerusercontent.com/images/oYnpRLqOJpQbjbtAhkF3e9qPGE.jpg,0,0,,,No,airelles-saint-tropez-pan-dei-palais,
Akira Back London,akira-back,Japanese Restaurant,Eat & Drink,london,"Akira Back London is a contemporary Japanese restaurant located in the vibrant city of London. Known for its innovative fusion of traditional Japanese cuisine with international flavors, the restaurant offers a unique dining experience. While it currently holds no Michelin stars, its reputation is growing, and it promises a delightful culinary journey for those seeking authentic Japanese flavors in a modern setting.",No,0,,,0,https://framerusercontent.com/images/WWgnq9GryctGA8r6wVqYNvQGnY.jpg,0,0,,,No,akira-back-london,
Aksorn,," ",Eat & Drink,bangkok,"Aksorn is a renowned restaurant located in Bangkok, celebrated for its exceptional culinary offerings that have earned it one Michelin star. The restaurant focuses on traditional Thai cuisine, skillfully blending authentic flavors with modern presentation. Known for its warm atmosphere and attentive service, Aksorn promises a memorable dining experience that highlights the rich culinary heritage of Thailand.",No,0,,,0,https://framerusercontent.com/images/ZcQUi8s5fZ9oYkFLiMMyOhjIuqs.avif,1,0,,,No,aksorn,
Alain Ducasse Baccarat,alain-ducasse," ",Eat & Drink,paris,"Alain Ducasse Baccarat is a renowned dining establishment located in Paris, known for its exquisite culinary offerings. Although it currently holds no Michelin stars, the restaurant is part of the esteemed Alain Ducasse brand, which is synonymous with fine dining and exceptional gastronomy. Visitors can expect a luxurious atmosphere, complemented by the elegant Baccarat crystal decor, making it a perfect destination for those seeking a memorable dining experience in the heart of Paris.",No,0,,,0,https://framerusercontent.com/images/TskYPqTuA00qcCqjMgIXu7ENbGE.webp,0,0,,,No,alain-ducasse-baccarat,
Alain Ducasse at The Dorchester,alain-ducasse," ",Eat & Drink,london,"Alain Ducasse at The Dorchester is a prestigious dining destination located in London, renowned for its exceptional cuisine and luxurious ambiance. With a remarkable three Michelin stars, this restaurant offers a unique culinary experience crafted by the acclaimed chef Alain Ducasse. Guests can expect a menu that showcases the finest seasonal ingredients, expertly prepared to highlight their natural flavors. The elegant setting, combined with impeccable service, makes it a must-visit for food enthusiasts and those seeking an unforgettable dining experience.",No,0,,,0,https://framerusercontent.com/images/2dME30w7RXkDg6x7zuUdCe5ODYk.webp,3,0,,,No,alain-ducasse-at-the-dorchester,
Allard,," ",Eat & Drink,paris,"Allard is a renowned restaurant located in the heart of Paris, celebrated for its traditional French cuisine. With a rich history and a charming ambiance, it offers diners a unique culinary experience that reflects the essence of Parisian dining. Although it currently holds no Michelin stars, its dedication to quality and authenticity has earned it a loyal following among locals and visitors alike. Whether you're seeking a cozy dinner or a taste of classic French dishes, Allard is a must-visit destination in the City of Light.",No,0,,,0,https://framerusercontent.com/images/LHEzxtJALiZ3fVGrpqpliVlpYms.webp,0,0,,,No,allard,
Almanac Barcelona,," ",Stay,barcelona,"Almanac Barcelona is a luxurious hotel located in the heart of Barcelona, known for its elegant design and exceptional service. This five-star establishment offers a unique blend of modern comfort and traditional Catalan hospitality. With its prime location, guests have easy access to the city's vibrant culture, including renowned landmarks, shopping districts, and dining options. The hotel features exquisite rooms, a rooftop terrace with stunning views, and a variety of amenities designed to enhance the guest experience.",No,0,,,0,https://framerusercontent.com/images/fn3WOju711KVwS7LUliVCk8Q.webp,0,0,,,No,almanac-barcelona,
Alsace Hotel,," ",Stay,los-angeles,"The Alsace Hotel, located in the vibrant city of Los Angeles, offers a unique blend of comfort and style. Known for its modern amenities and welcoming atmosphere, this hotel caters to both leisure and business travelers. With its convenient location, guests can easily explore the diverse attractions that Los Angeles has to offer, making it an ideal choice for a memorable stay.",No,0,,,0,https://framerusercontent.com/images/j2pbOPT2qKGDvbNgrY06u6hKcc.jpg,0,0,,,No,alsace-hotel,
Altis Belém Hotel,," ",Stay,lisbon,"Altis Belém Hotel is a luxurious establishment located in the heart of Lisbon, Portugal, along the scenic waterfront. Known for its contemporary design and exceptional service, the hotel offers stunning views of the Tagus River and is conveniently situated near several cultural attractions, including the historic Belém Tower and the Jerónimos Monastery. Guests can enjoy a range of amenities, including a spa, fine dining options, and easy access to the vibrant city life.",No,0,,,0,https://framerusercontent.com/images/nHrizU3u2UBdK2ATz9vdEGUd8.jpg,0,0,,,No,altis-belém-hotel,
Aman Kyoto,aman," ",Stay,kyoto,"Aman Kyoto is a luxurious retreat nestled in the serene landscapes of Kyoto, Japan. Known for its exceptional hospitality and tranquil atmosphere, this hotel combines traditional Japanese aesthetics with modern comforts. Set against the backdrop of lush gardens and ancient temples, Aman Kyoto offers guests a unique experience that reflects the rich cultural heritage of the region. With its commitment to providing personalized service and a peaceful environment, it's an ideal destination for travelers seeking relaxation and rejuvenation.",Yes,0,,,0,https://framerusercontent.com/images/DAYXLaoBZ11128qUw9oMsYblZs.avif,0,0,,,No,aman-kyoto,
Aman Le Melezin,aman," ",Stay,auvergne-rhône-alpes,"Aman Le Melezin is a well-regarded establishment located in the picturesque Auvergne-Rhône-Alpes region of France. While it currently holds no Michelin stars and has yet to be reviewed, it is part of the Aman brand, known for its exquisite hospitality and luxurious experiences. This venue promises a unique blend of comfort and elegance, ideal for those seeking a serene getaway in the stunning French Alps.",No,0,,,0,https://framerusercontent.com/images/zdM2BFeqUI9vp43NQJysKyd4Pac.jpg,0,0,,,No,aman-le-melezin,
Aman Nai Lert Bangkok,aman," ",Stay,bangkok,"Aman Nai Lert Bangkok is a luxurious hotel located in the vibrant city of Bangkok. As part of the prestigious Aman brand, it offers an elegant and serene oasis amidst the bustling urban landscape. With a strong emphasis on personalized service and exquisite design, this establishment aims to provide an unparalleled experience for its guests. Although it has not yet been rated or awarded Michelin stars, its commitment to excellence and sophistication makes it a noteworthy destination for travelers seeking luxury and comfort in Thailand's capital.",Yes,0,,,0,https://framerusercontent.com/images/VCgZi9H9cKAkgaVhXWQ1twcVZ0.webp,0,0,,,No,aman-nai-lert-bangkok,
